12060002     	301301	8	Group 8 - NAC	21	Standard Marketing Fund	44.84	.00	.00	.00	.00	2.28	44.84	.90	44.84	47.12	USD   
12070002     	122501	7	Group 7 - FII	17	Standard	3178.36	480.00	.00	.00	.00	210.57	3658.36	219.50	3658.36	3868.93	USD   
12070002     	122501	8	Group 8 - NAC	21	Standard Marketing Fund	3178.36	480.00	.00	.00	.00	210.57	3658.36	73.17	3658.36	3868.93	USD   
12850002     	 171401	7	Group 7 - FII	17	Standard	.00	1603.66	250.00	.00	.00	.00	1353.66	81.22	1353.66	1603.66	USD   
12850002     	 171401	7	Group 7 - FII	18	Exempt	.00	1603.66	250.00	.00	.00	.00	250.00	.00	1353.66	1603.66	USD   
12850002     	 171401	8	Group 8 - NAC	21	Standard Marketing Fund	.00	1603.66	250.00	.00	.00	.00	1353.66	27.07	1353.66	1603.66	USD   
12850002     	 171401	8	Group 8 - NAC	22	Exempt	.00	1603.66	250.00	.00	.00	.00	250.00	.00	1353.66	1603.66	USD   
13280002     	541001	7	Group 7 - FII	13	Standard	400.00	.00	.00	.00	.00	20.00	400.00	24.00	400.00	420.00	CAD   
13280002     	541001	8	Group 8 - NAC	15	Standard Marketing Fund	400.00	.00	.00	.00	.00	20.00	400.00	8.00	400.00	420.00	CAD   
17650002     	15401	7	Group 7 - FII	17	Standard	26.75	.00	.00	.00	.00	2.21	26.75	1.61	26.75	28.96	USD   
17650002     	15401	8	Group 8 - NAC	21	Standard Marketing Fund	26.75	.00	.00	.00	.00	2.21	26.75	.54	26.75	28.96	USD   
