00190002     	370602	7	Group 7 - FII	13	Standard	60.00	.00	.00	.00	15.00	4.99	60.00	3.60	75.00	64.99	USD   
00190002     	370602	8	Group 8 - NAC	15	Standard Marketing Fund	60.00	.00	.00	.00	15.00	4.99	60.00	1.20	75.00	64.99	USD   
00280002     	371601	7	Group 7 - FII	15	Standard	537.55	338.00	.00	.00	620.00	42.47	-825.55	-49.53	1495.55	918.02	USD   
00280002     	371601	7	Group 7 - FII	17	DTV Sales - Royalty Exempt	.00	325.00	.00	.00	.00	.00	-325.00	.00	325.00	325.00	USD   
00280002     	371601	8	Group 8 - NAC	18	Standard Marketing Fund	537.55	338.00	.00	.00	620.00	42.47	-825.55	-16.51	1495.55	918.02	USD   
00280002     	371601	8	Group 8 - NAC	20	DTV Sales - Royalty Exempt	.00	325.00	.00	.00	.00	.00	-325.00	.00	325.00	325.00	USD   
00450003     	61001	11	Group 11 - FII	17	Standard	.00	325.00	.00	.00	.00	.00	325.00	19.50	325.00	325.00	USD   
00450003     	61001	12	Group 12 - NAC	23	Standard Marketing Fund	.00	325.00	.00	.00	.00	.00	325.00	6.50	325.00	325.00	USD   
00500002     	172401	7	Group 7 - FII	13	Standard	3162.35	103.75	40.00	.00	.00	221.36	3226.10	193.57	3226.10	3487.46	USD   
00500002     	172401	7	Group 7 - FII	14	Exempt	129.80	40.00	40.00	.00	.00	9.08	40.00	.00	129.80	178.88	USD   
00500002     	172401	8	Group 8 - NAC	15	Standard Marketing Fund	3162.35	103.75	40.00	.00	.00	221.36	3226.10	64.52	3226.10	3487.46	USD   
00500002     	172401	8	Group 8 - NAC	16	Exempt	129.80	40.00	40.00	.00	.00	9.08	40.00	.00	129.80	178.88	USD   
00520002     	50201	7	Group 7 - FII	13	Standard	6184.26	1930.31	1107.31	.00	.00	599.04	6769.66	372.33	7007.26	9865.14	USD   
00520002     	50201	7	Group 7 - FII	14	Exempt	6184.26	1930.31	1107.31	.00	.00	599.04	1087.72	.00	7007.26	9865.14	USD   
00520002     	50201	8	Group 8 - NAC	15	Standard Marketing Fund	6184.26	1930.31	1107.31	.00	.00	599.04	6769.66	135.39	7007.26	9865.14	USD   
00520002     	50201	8	Group 8 - NAC	16	Exempt	6184.26	1930.31	1107.31	.00	.00	599.04	1087.72	.00	7007.26	9865.14	USD   
00540002     	101101	7	Group 7 - FII	13	Standard	169.98	175.00	.00	.00	.00	17.00	344.98	20.70	344.98	361.98	USD   
