03730002     	103501	8	Group 8 - NAC	21	Standard Marketing Fund	.00	7358.40	.00	.00	.00	.00	7358.40	147.17	7358.40	7358.40	USD   	20190528
03740002     	512501	7	Group 7 - FII	15	Standard	145.00	.00	.00	.00	.00	18.85	145.00	8.70	145.00	163.85	CAD   	20190528
03740002     	512501	8	Group 8 - NAC	18	Standard Marketing Fund	145.00	.00	.00	.00	.00	18.85	145.00	2.90	145.00	163.85	CAD   	20190528
12050002     	68101	7	Group 7 - FII	17	Standard	2663.92	850.00	.00	.00	.00	219.78	3315.92	198.96	3513.92	3733.70	USD   	20190528
12050002     	68101	8	Group 8 - NAC	21	Standard Marketing Fund	2663.92	850.00	.00	.00	.00	219.78	3315.92	66.32	3513.92	3733.70	USD   	20190528
12150002     	910401	7	Group 7 - FII	13	Standard	440.00	.00	.00	.00	.00	44.00	440.00	30.80	440.00	484.00	AUD   	20190528
12150002     	910401	8	Group 8 - NAC	15	Standard Marketing Fund	440.00	.00	.00	.00	.00	44.00	440.00	8.80	440.00	484.00	AUD   	20190528
12170002     	512901	7	Group 7 - FII	13	Standard	536.44	.00	.00	.00	.00	69.74	536.44	16.09	536.44	606.18	CAD   	20190528
12170002     	512901	8	Group 8 - NAC	15	Standard Marketing Fund	536.44	.00	.00	.00	.00	69.74	536.44	5.36	536.44	606.18	CAD   	20190528
12270002     	911501	7	Group 7 - FII	13	Standard	3686.33	.00	.00	.00	.00	368.63	3686.33	258.04	3686.33	4054.96	AUD   	20190528
12270002     	911501	8	Group 8 - NAC	15	Standard Marketing Fund	3686.33	.00	.00	.00	.00	368.63	3686.33	73.73	3686.33	4054.96	AUD   	20190528
12270003     	912001	9	Group 9 - FII	17	Standard	892.81	.00	.00	.00	.00	89.28	892.81	62.50	892.81	982.09	AUD   	20190528
12270003     	912001	10	Group 10 - NAC	18	Standard Marketing Fund	892.81	.00	.00	.00	.00	89.28	892.81	17.86	892.81	982.09	AUD   	20190528
