00130002     	222401	7	Group 7 - FII	19	Standard	4.00	165.00	.00	.00	.00	.27	169.00	10.14	169.00	169.27	USD   
00130002     	222401	8	Group 8 - NAC	21	Standard Marketing Fund	4.00	165.00	.00	.00	.00	.27	169.00	3.38	169.00	169.27	USD   
00140002     	170901	7	Group 7 - FII	13	Standard	7762.62	1913.36	85.00	.00	.00	543.38	9590.98	575.46	9590.98	10219.36	USD   
00140002     	170901	7	Group 7 - FII	14	Exempt	5102.68	.00	85.00	.00	.00	357.19	85.00	.00	5017.68	5459.87	USD   
00140002     	170901	8	Group 8 - NAC	15	Standard Marketing Fund	7762.62	1913.36	85.00	.00	.00	543.38	9590.98	191.82	9590.98	10219.36	USD   
00140002     	170901	8	Group 8 - NAC	16	Exempt	5102.68	.00	85.00	.00	.00	357.19	85.00	.00	5017.68	5459.87	USD   
00150002     	160802	7	Group 7 - FII	15	Standard	2317.46	1150.00	.00	.00	.00	194.02	3467.46	208.05	3467.46	3661.48	USD   
00150002     	160802	8	Group 8 - NAC	18	Standard Marketing Fund	2317.46	1150.00	.00	.00	.00	194.02	3467.46	69.35	3467.46	3661.48	USD   
00160002     	10303	7	Group 7 - FII	17	Standard	370.10	.00	.00	.00	.00	29.61	370.10	22.21	370.10	399.71	USD   
00160002     	10303	8	Group 8 - NAC	21	Standard Marketing Fund	370.10	.00	.00	.00	.00	29.61	370.10	7.40	370.10	399.71	USD   
00170002     	130302	7	Group 7 - FII	13	Standard	1790.69	375.00	.00	.00	.00	107.44	2165.69	129.94	2165.69	2273.13	USD   
00170002     	130302	8	Group 8 - NAC	15	Standard Marketing Fund	1790.69	375.00	.00	.00	.00	107.44	2165.69	43.31	2165.69	2273.13	USD   
00180002     	270102	7	Group 7 - FII	25	Standard	2596.92	129.00	70.00	.00	.00	195.42	2652.42	159.15	2655.92	2921.34	USD   
00180002     	270102	7	Group 7 - FII	26	Exempt	824.16	100.00	70.00	.00	.00	62.02	70.00	.00	854.16	986.18	USD   
