03250002     	102901	8	Group 8 - NAC	21	Standard Marketing Fund	.00	1936.00	.00	.00	.00	2686.00	53.72	USD   
03420002     	940101	7	Group 7 - FII	43	940102	.00	23404.00	.00	.00	.00	23404.00	.00	AED   
03420002     	940101	8	Group 8 - NAC	45	940102	.00	23404.00	.00	.00	.00	23404.00	.00	AED   
03420003     	940102	11	Group 11 - FII	19	Standard	220.00	.00	.00	.00	.00	315.24	11.03	AED   
03420003     	940102	12	Group 12 - NAC	29	Standard Marketing Fund	220.00	.00	.00	.00	.00	315.24	.00	AED   
03450002     	330501	7	Group 7 - FII	17	Standard	285.82	.00	.00	.00	.00	285.82	17.15	USD   
03450002     	330501	8	Group 8 - NAC	21	Standard Marketing Fund	285.82	.00	.00	.00	.00	285.82	5.72	USD   
03490002     	9204801	7	Group 7 - FII	13	Standard	154.94	.00	.00	.00	.00	284.94	19.95	GBP   
03490002     	9204801	8	Group 8 - NAC	15	Standard Marketing Fund	154.94	.00	.00	.00	.00	284.94	5.70	GBP   
03710002     	111501	7	Group 7 - FII	17	Standard	140.00	.00	.00	.00	.00	266.50	15.99	USD   
03710002     	111501	8	Group 8 - NAC	21	Standard Marketing Fund	140.00	.00	.00	.00	.00	266.50	5.33	USD   
03920002     	170302	7	Group 7 - FII	17	Standard	72.00	.00	.00	.00	.00	72.00	4.32	USD   
03920002     	170302	8	Group 8 - NAC	21	Standard Marketing Fund	72.00	.00	.00	.00	.00	72.00	1.44	USD   
02050002     	380101	7	Group 7 - FII	17	Standard	.00	1729.51	.00	.00	.00	1862.86	111.77	USD   
02050002     	380101	8	Group 8 - NAC	21	Standard Marketing Fund	.00	1729.51	.00	.00	.00	1862.86	37.26	USD   
12850002     	 171401	7	Group 7 - FII	17	Standard	8063.29	.00	.00	.00	.00	-937.76	-56.27	USD   
12850002     	 171401	8	Group 8 - NAC	21	Standard Marketing Fund	8063.29	.00	.00	.00	.00	-937.76	-18.76	USD   
13320002     	20110	7	Group 7 - FII	17	Standard	192.00	270.00	.00	.00	.00	667.00	20.01	USD   
13320002     	20110	8	Group 8 - NAC	21	Standard Marketing Fund	192.00	270.00	.00	.00	.00	667.00	6.67	USD   
05250004     	175501	1	Group 1 - FII	1	Standard	4467.55	.00	30.00	.00	.00	4462.15	267.73	USD   
05250004     	175501	1	Group 1 - FII	3	Exempt - Monarch Sales (Co-Brand)	4467.55	.00	30.00	.00	.00	230.00	.00	USD   
05250004     	175501	2	Group 2 - NAC	5	Standard	4467.55	.00	30.00	.00	.00	4462.15	89.24	USD   
05250004     	175501	2	Group 2 - NAC	7	Exempt - Monarch Sales (Co-Brand)	4467.55	.00	30.00	.00	.00	230.00	.00	USD   
